,index,subject,relation,object
896,1156746,eugene,isa,given_name
897,1156964,europe,isa,magazine
898,1156965,europe,isa,station
899,1156969,european,isa,human
900,1156970,european,isa,person
901,1156971,european,isa,person_with_nationality
902,1157189,eva,isa,given_name
903,1157248,eve,isa,person
904,1157251,eve,isa,musical_artist
905,1157254,evelyn,isa,musical_artist
906,1157267,evening,isa,magazine
907,1157422,evolution,isa,software
908,1157429,ewe,isa,african
909,1157430,ewe,isa,human
910,1157483,example,isa,musical_artist
911,1157665,execution,isa,event
912,1157721,exercise,isa,event
913,1157755,exeter,isa,city
914,1157815,exist,isa,software
915,1157932,expatriate,isa,person
916,1158011,expert,isa,person
917,1158012,expert,isa,company
918,1158071,explosion,isa,band
919,1158081,explosive,isa,weapon
920,1158125,export,isa,film
921,1158145,exposure,isa,event
922,1158436,extra,isa,artifact
923,1158438,extra,isa,company
924,1158775,face,isa,person
925,1158888,facility,isa,artifact
926,1158947,factory,isa,company
927,1159182,fall,isa,book
928,1159313,fame,isa,album
929,1159317,fame,isa,band
930,1159335,family,isa,people
931,1159337,family,isa,agent_non_geographical
932,1159424,fan,isa,person
933,1159425,fan,isa,device
934,1159427,fan,isa,river
935,1159490,fans,isa,people
936,1159546,farewell,isa,film
937,1159583,farmer,isa,person
938,1159846,fatima,isa,given_name
939,1159878,fault,isa,tangible_thing
940,1159894,faust,isa,magazine
941,1159895,faust,isa,musical_artist
942,1159964,fear,isa,book
943,1160121,federation,isa,organization
944,1160152,feeder,isa,device
945,1160168,feel,isa,company
946,1160170,feeling,isa,state
947,1160235,felix,isa,given_name
948,1160281,female,isa,person
949,1160575,fernando,isa,soccer_player
950,1160588,ferrari,isa,company
951,1160793,fiasco,isa,book
952,1160979,field,isa,region
953,1161172,fighter,isa,film
954,1161281,file,isa,software
955,1161563,finalist,isa,human
956,1162163,finland,isa,country
957,1162169,finn,isa,human
958,1162170,finn,isa,person_with_nationality
959,1162176,finnish,isa,person
960,1162189,finns,isa,ethnic_group
961,1162192,fiona,isa,given_name
962,1162193,fiona,isa,musical_artist
963,1162234,fire,isa,book
964,1162236,fire,isa,software
965,1162485,firm,isa,organization
966,1162680,fish,isa,person
967,1162682,fish,isa,musical_artist
968,1162972,fixture,isa,artifact
969,1163205,flashpoint,isa,album
970,1163420,fleming,isa,human
971,1163426,flesh,isa,film
972,1163584,floater,isa,disease
973,1163660,floor,isa,structure
974,1163718,florence,isa,given_name
975,1163731,florida,isa,administrative_region
976,1163733,florida,isa,state
977,1163903,flowing,isa,event
978,1164254,focus,isa,magazine
979,1164316,fokker,isa,company
980,1164400,follow,isa,album
981,1164409,following,isa,film
982,1164797,force,isa,organization
983,1164824,ford,isa,company
984,1165119,form,isa,structure
985,1165287,fort,isa,book
986,1165327,fortuna,isa,person
987,1165334,fortune,isa,magazine
988,1165405,foster,isa,station
989,1165453,foundation,isa,book
990,1165458,founder,isa,person
991,1165665,fraction,isa,part
992,1165725,frame,isa,part
993,1165741,framework,isa,structure
994,1165742,framework,isa,software
995,1165751,france,isa,country
996,1165806,frank,isa,given_name
997,1165824,frankfurt,isa,city
998,1165825,frankfurt,isa,station
999,1165826,frankfurt,isa,town
1000,1165912,fred,isa,soccer_player
1001,1165920,freddy,isa,soccer_player
1002,1165922,frederick,isa,person
1003,1165937,free,isa,people
1004,1166068,freedom,isa,state
1005,1166069,freedom,isa,book
1006,1166176,fremantle,isa,city
1007,1166183,french,isa,person
1008,1166322,frenchman,isa,human
1009,1166325,frenzy,isa,film
1010,1166475,friend,isa,film
1011,1166480,friend,isa,person
1012,1166499,friends,isa,people
1013,1166507,friendship,isa,film
1014,1166724,frost,isa,book
1015,1166820,fruit,isa,tangible_thing
1016,1167017,fugitive,isa,person
1017,1167128,fulton,isa,city
1018,1167164,fun,isa,activity
1019,1167242,fundamentalist,isa,human
1020,1167371,furnace,isa,tangible_thing
1021,1167610,gabi,isa,soccer_player
1022,1167613,gabon,isa,country
1023,1167703,gail,isa,river
1024,1167710,gain,isa,musical_artist
1025,1167735,gala,isa,musical_artist
1026,1167820,galina,isa,given_name
1027,1167821,galina,isa,river
1028,1168004,game,isa,activity
1029,1168017,game,isa,part
1030,1168020,game,isa,musical_artist
1031,1168371,gap,isa,software
1032,1168612,garrison,isa,town
1033,1168635,gartner,isa,company
1034,1168637,gary,isa,musical_artist
1035,1169007,gateway,isa,book
1036,1169091,gavin,isa,given_name
1037,1169164,gear,isa,device
1038,1169194,geelong,isa,city
1039,1169634,genoa,isa,city
1040,1170470,george,isa,person
1041,1170471,george,isa,software
1042,1170541,georgia,isa,state
1043,1170546,georgia,isa,country
1044,1170547,georgia,isa,administrative_region
1045,1170615,gerard,isa,administrative_region
1046,1170666,germ,isa,structure
1047,1170680,german,isa,human
1048,1170681,german,isa,person
1049,1170682,german,isa,person_with_nationality
1050,1170759,germans,isa,ethnic_group
1051,1170761,germany,isa,country
1052,1170779,geronimo,isa,person
1053,1170984,giant,isa,person
1054,1171144,gift,isa,software
1055,1171176,giga,isa,company
1056,1171193,gigi,isa,musical_artist
1057,1171553,glamorgan,isa,country
1058,1171910,gloria,isa,album
1059,1171954,gloucestershire,isa,administrative_region
1060,1172321,goalkeeper,isa,soccer_player
1061,1172413,godfather,isa,film
1062,1172418,godfather,isa,book
1063,1172436,goes,isa,city
1064,1172774,golf,isa,activity
1065,1173056,goods,isa,tangible_thing
1066,1173162,gos,isa,software
1067,1173163,gos,isa,river
1068,1173271,government,isa,organization
1069,1173365,governor,isa,human
1070,1173366,governor,isa,person
1071,1173424,grace,isa,state
1072,1173535,graham,isa,given_name
1073,1174080,gray,isa,organization
1074,1174389,greatest,isa,album
1075,1174401,greece,isa,country
1076,1174413,greek,isa,human
1077,1174414,greek,isa,person
1078,1174415,greek,isa,person_with_nationality
1079,1174667,gregory,isa,given_name
1080,1174789,grid,isa,band
1081,1174827,grill,isa,place
1082,1174891,grip,isa,software
1083,1174962,groin,isa,area
1084,1174966,groningen,isa,city
1085,1175898,grouping,isa,activity
1086,1176034,guadalajara,isa,city
1087,1176143,guard,isa,device
1088,1176209,guernsey,isa,country
1089,1176233,guest,isa,person
1090,1176263,guide,isa,structure
1091,1176316,guinea,isa,country
1092,1176339,guinean,isa,african
1093,1176340,guinean,isa,person
1094,1176341,guinean,isa,person_with_nationality
1095,1176478,gun,isa,weapon
1096,1176577,guru,isa,musical_artist
1097,1176839,h2,isa,tangible_thing
1098,1176869,haarlem,isa,city
1099,1177232,haiti,isa,country
1100,1177268,hal,isa,software
1101,1177289,half,isa,part
1102,1177390,halifax,isa,capital
1103,1177391,halifax,isa,town
1104,1177416,halle,isa,city
1105,1177417,halle,isa,station
1106,1177418,halle,isa,town
1107,1177513,ham,isa,artifact
1108,1177518,ham,isa,person
1109,1177555,hamburg,isa,city
1110,1177581,hamilton,isa,capital
1111,1177582,hamilton,isa,town
1112,1177787,handgun,isa,weapon
1113,1177824,handle,isa,part
1114,1177973,hanover,isa,city
1115,1177980,hans,isa,given_name
1116,1178043,happening,isa,event
1117,1178079,harare,isa,city
1118,1178399,harrods,isa,company
1119,1178610,havana,isa,city
1120,1178619,havel,isa,river
1121,1178620,havel,isa,town
1122,1178660,hawaii,isa,administrative_region
1123,1178665,hawaii,isa,place
1124,1178670,hawaii,isa,state
1125,1178865,head,isa,structure
1126,1178877,head,isa,company
1127,1178970,headlines,isa,album
1128,1179291,heartland,isa,region
1129,1179500,heavyweights,isa,film
1130,1179885,help,isa,book
1131,1179912,helsinki,isa,capital
1132,1180218,henrietta,isa,given_name
1133,1180226,henry,isa,person
1134,1180432,here,isa,location
1135,1180434,here,isa,company
1136,1180514,hero,isa,human
1137,1180517,hero,isa,person
1138,1180728,heterosexual,isa,human
1139,1180729,heterosexual,isa,person
1140,1180955,hide,isa,musical_artist
1141,1180964,hideaway,isa,area
1142,1181211,highland,isa,station
1143,1181276,hijacker,isa,person
1144,1181811,hits,isa,album
1145,1182182,holes,isa,book
1146,1182186,holiday,isa,film
1147,1182217,hollow,isa,book
1148,1182344,home,isa,location
1149,1182544,hometown,isa,town
1150,1182657,homosexual,isa,human
1151,1182658,homosexual,isa,person
1152,1182676,honda,isa,company
1153,1182680,honda,isa,tangible_thing
1154,1182704,honduran,isa,person_with_nationality
1155,1182714,honduras,isa,country
1156,1182956,hope,isa,person
1157,1183176,horse,isa,band
1158,1183380,hospital,isa,organization
1159,1183436,host,isa,organization
1160,1183440,host,isa,book
1161,1183491,hostility,isa,state
1162,1183499,hot,isa,weapon
1163,1183692,hours,isa,album
1164,1183694,house,isa,band
1165,1183703,house,isa,place
1166,1183708,house,isa,structure
1167,1183876,housing,isa,structure
1168,1183885,houston,isa,city
1169,1184072,hub,isa,part
1170,1184100,huddersfield,isa,town
1171,1184158,hull,isa,city
1172,1184161,hull,isa,place
1173,1184163,hull,isa,structure
1174,1184188,human,isa,person
1175,1184774,hungary,isa,country
1176,1184807,hunter,isa,person
1177,1184897,hurts,isa,band
1178,1184939,hutu,isa,ethnic_group
1179,1184940,hutu,isa,african
1180,1184941,hutu,isa,human
1181,1184943,hutus,isa,agent_non_geographical
1182,1184944,hutus,isa,organization
1183,1185011,hyderabad,isa,city
1184,1185534,hype,isa,film
1185,1185952,hyundai,isa,company
1186,1186070,ibrahim,isa,given_name
1187,1186281,iceland,isa,country
1188,1186283,iceland,isa,company
1189,1186444,identified,isa,album
1190,1186501,idiots,isa,film
1191,1186843,ill,isa,river
1192,1186849,illawarra,isa,administrative_region
1193,1186881,illinois,isa,administrative_region
1194,1186883,illinois,isa,state
1195,1186911,illusion,isa,company
1196,1187077,immigrant,isa,person
1197,1187110,immune,isa,person
1198,1187275,implement,isa,device
1199,1187512,ina,isa,tangible_thing
1200,1187524,inaction,isa,state
1201,1187570,inc,isa,magazine
1202,1187703,incompetence,isa,disease
1203,1187960,india,isa,country
1204,1187963,india,isa,state
1205,1187971,indian,isa,person_with_nationality
1206,1188064,indiana,isa,administrative_region
1207,1188065,indiana,isa,state
1208,1188070,indianapolis,isa,city
1209,1188224,indonesia,isa,country
1210,1188226,indonesian,isa,asian
1211,1188228,indonesian,isa,human
1212,1188229,indonesian,isa,person_with_nationality
1213,1188265,indore,isa,city
1214,1188270,indre,isa,river
1215,1188481,infection,isa,disease
1216,1188733,info,isa,software
1217,1188748,informant,isa,film
1218,1188861,infrastructure,isa,structure
1219,1188888,ing,isa,film
1220,1188928,ingrid,isa,given_name
1221,1189070,injury,isa,disease
1222,1189073,injury,isa,tangible_thing
1223,1189183,inning,isa,part
1224,1189188,innocent,isa,person
1225,1189346,insert,isa,artifact
1226,1189355,inside,isa,region
1227,1189480,institute,isa,organization
1228,1189506,instrument,isa,tangible_thing
1229,1189507,instrument,isa,device
1230,1189617,insurgent,isa,person
1231,1190900,ion,isa,company
1232,1190953,iowa,isa,administrative_region
1233,1190954,iowa,isa,state
1234,1191051,ipswich,isa,town
1235,1191066,iran,isa,country
1236,1191073,iranian,isa,person
1237,1191074,iranian,isa,person_with_nationality
1238,1191124,iraq,isa,country
1239,1191130,iraqi,isa,asian
1240,1191131,iraqi,isa,person
1241,1191132,iraqi,isa,person_with_nationality
1242,1191171,ireland,isa,country
1243,1191176,ireland,isa,state
1244,1191181,irene,isa,given_name
1245,1191278,irish,isa,person
1246,1191279,irish,isa,person_with_nationality
1247,1191352,iron,isa,weapon
1248,1191645,islamabad,isa,city
1249,1191702,islamist,isa,agent_non_geographical
1250,1191703,islamist,isa,organization
1251,1191704,islamist,isa,person
1252,1191724,island,isa,state
1253,1191725,island,isa,tangible_thing
1254,1191727,island,isa,book
1255,1191768,iso,isa,company
1256,1191948,israel,isa,country
1257,1191952,israeli,isa,asian
1258,1191953,israeli,isa,person
1259,1191954,israeli,isa,person_with_nationality
1260,1192017,israelis,isa,ethnic_group
1261,1192021,issa,isa,african
1262,1192022,issa,isa,human
1263,1192050,istanbul,isa,city
1264,1192082,it,isa,book
1265,1192090,italian,isa,human
1266,1192091,italian,isa,person
1267,1192092,italian,isa,person_with_nationality
1268,1192154,italians,isa,ethnic_group
1269,1192166,italy,isa,country
1270,1192184,item,isa,part
1271,1192223,ivan,isa,given_name
1272,1192234,ivorian,isa,african
1273,1192235,ivorian,isa,person
1274,1192236,ivorian,isa,person_with_nationality
1275,1192270,iwan,isa,musical_artist
1276,1192309,j,isa,musical_artist
1277,1192448,jacob,isa,given_name
1278,1192463,jacqueline,isa,given_name
1279,1192467,jacques,isa,given_name
1280,1192497,jaffna,isa,city
1281,1192543,jakarta,isa,capital
1282,1192567,jamaica,isa,country
1283,1192568,jamaica,isa,state
1284,1192575,jamaican,isa,person
1285,1192576,jamaican,isa,person_with_nationality
1286,1192600,james,isa,given_name
1287,1192672,jammu,isa,city
1288,1192677,jan,isa,person
1289,1192684,jana,isa,given_name
1290,1192702,janet,isa,album
1291,1192728,japan,isa,country
1292,1192746,japanese,isa,asian
1293,1192747,japanese,isa,human
1294,1192748,japanese,isa,person_with_nationality
1295,1192875,jared,isa,person
1296,1193060,jean,isa,soccer_player
1297,1193095,jeddah,isa,city
1298,1193209,jerome,isa,given_name
1299,1193218,jersey,isa,country
1300,1193219,jersey,isa,state
1301,1193230,jerusalem,isa,city
1302,1193231,jerusalem,isa,book
1303,1193243,jesse,isa,person
1304,1193271,jesus,isa,person
1305,1193342,jewel,isa,person
1306,1193343,jewel,isa,musical_artist
1307,1193350,jewell,isa,musical_artist
1308,1193392,jews,isa,ethnic_group
1309,1193545,job,isa,person
1310,1193547,job,isa,book
1311,1193718,joel,isa,given_name
1312,1193753,johannesburg,isa,capital
1313,1193776,john,isa,person
1314,1193934,johnson,isa,musical_artist
1315,1194080,jordan,isa,country
1316,1194107,joseph,isa,given_name
1317,1194151,journal,isa,magazine
1318,1194155,journal,isa,book
1319,1194182,joy,isa,album
1320,1194183,joy,isa,magazine
1321,1194204,jr,isa,musical_artist
1322,1194244,judge,isa,person
1323,1194432,jumping,isa,activity
1324,1194433,jumping,isa,event
1325,1194439,jumping,isa,album
1326,1194492,june,isa,magazine
1327,1194512,jungle,isa,book
1328,1194515,jungle,isa,location
1329,1194540,junior,isa,person
1330,1194758,justin,isa,person
1331,1194772,juvenile,isa,human
1332,1194774,juvenile,isa,person
1333,1194775,juvenile,isa,musical_artist
1334,1194812,k,isa,musical_artist
1335,1194834,ka,isa,person
1336,1194847,kabul,isa,city
1337,1194848,kabul,isa,capital
1338,1194994,kan,isa,musical_artist
1339,1195004,kandahar,isa,city
1340,1195047,kansas,isa,administrative_region
1341,1195049,kansas,isa,state
1342,1195061,kaolack,isa,town
1343,1195082,karachi,isa,city
1344,1195121,karen,isa,asian
1345,1195122,karen,isa,human
1346,1195123,karen,isa,person
1347,1195127,karina,isa,person
1348,1195141,karlsruhe,isa,town
1349,1195142,karlsruhe,isa,administrative_region
1350,1195195,kate,isa,given_name
1351,1195196,kate,isa,software
1352,1195210,kathmandu,isa,city
1353,1195249,kay,isa,given_name
1354,1195280,kazakhstan,isa,country
1355,1195341,keeping,isa,event
1356,1195403,kelly,isa,soccer_player
1357,1195441,kenna,isa,musical_artist
1358,1195447,kennedy,isa,given_name
1359,1195459,kenny,isa,person
1360,1195464,kent,isa,administrative_region
1361,1195470,kentucky,isa,administrative_region
1362,1195471,kentucky,isa,state
1363,1195486,kenya,isa,country
1364,1195487,kenya,isa,state
1365,1195490,kenyan,isa,african
1366,1195491,kenyan,isa,person_with_nationality
1367,1195681,kevin,isa,given_name
1368,1195694,key,isa,device
1369,1195704,key,isa,person
1370,1195811,khmer,isa,asian
1371,1195812,khmer,isa,human
1372,1195894,kid,isa,album
1373,1195897,kid,isa,person
1374,1195964,kiev,isa,city
1375,1195996,killer,isa,person
1376,1196006,killers,isa,band
1377,1196034,kills,isa,band
1378,1196067,kim,isa,given_name
1379,1196068,kim,isa,book
1380,1196069,kimberley,isa,administrative_region
1381,1196071,kimberly,isa,given_name
1382,1196164,king,isa,station
1383,1196210,kingdom,isa,country
1384,1196274,kinshasa,isa,city
1385,1196316,kirovohrad,isa,city
1386,1196321,kirsten,isa,given_name
1387,1196367,kit,isa,device
1388,1196612,knife,isa,band
1389,1196619,knife,isa,weapon
1390,1196639,knight,isa,tangible_thing
1391,1196721,knot,isa,film
1392,1196933,korea,isa,country
1393,1196938,korean,isa,asian
1394,1196939,korean,isa,human
1395,1197003,kosovo,isa,country
1396,1197031,kragujevac,isa,city
1397,1197065,kris,isa,weapon
1398,1197151,kurd,isa,human
1399,1197154,kurd,isa,ethnic_group
1400,1197155,kurdish,isa,human
1401,1197156,kurdish,isa,person
1402,1197163,kurds,isa,ethnic_group
1403,1197188,kuwait,isa,country
1404,1197733,lahore,isa,city
1405,1197759,lake,isa,station
1406,1198018,lancashire,isa,administrative_region
1407,1198124,landing,isa,structure
1408,1198169,landmark,isa,structure
1409,1198764,last,isa,activity
1410,1198908,latin,isa,person
1411,1199002,latvia,isa,country
1412,1199072,launched,isa,album
1413,1199115,laureate,isa,tangible_thing
1414,1199129,lauren,isa,given_name
1415,1199130,lauren,isa,soccer_player
1416,1199294,lawrence,isa,station
1417,1199313,lawyer,isa,human
1418,1199322,lax,isa,station
1419,1199381,lazio,isa,administrative_region
1420,1199505,leader,isa,person
1421,1199506,leader,isa,tangible_thing
1422,1199516,leadership,isa,activity
1423,1199590,league,isa,organization
1424,1199641,learning,isa,activity
1425,1199757,lebanese,isa,person
1426,1199782,lebanon,isa,country
1427,1199798,lech,isa,river
1428,1199867,lee,isa,river
1429,1199881,leeds,isa,city
1430,1200171,leftist,isa,person
1431,1200284,legend,isa,book
1432,1200368,leicester,isa,city
1433,1200369,leicestershire,isa,administrative_region
1434,1200386,leipzig,isa,town
1435,1200387,leipzig,isa,administrative_region
1436,1200548,lens,isa,tangible_thing
1437,1200596,leon,isa,musical_artist
1438,1200599,leonard,isa,given_name
1439,1200602,leonardo,isa,given_name
1440,1200871,less,isa,software
1441,1201139,level,isa,place
1442,1201194,levitating,isa,event
1443,1201322,lhasa,isa,city
1444,1201363,liberal,isa,person
1445,1201389,liberia,isa,country
1446,1201391,liberian,isa,african
1447,1201392,liberian,isa,person_with_nationality
1448,1201439,library,isa,place
1449,1201448,library,isa,organization
1450,1201477,libya,isa,country
1451,1201479,libyan,isa,african
1452,1201480,libyan,isa,person
1453,1201481,libyan,isa,person_with_nationality
1454,1201573,liechtenstein,isa,country
1455,1201631,life,isa,person
1456,1201635,life,isa,magazine
1457,1201716,lift,isa,device
1458,1201968,lightning,isa,software
1459,1201974,lights,isa,album
1460,1201975,lights,isa,musical_artist
1461,1202013,like,isa,band
1462,1202123,lim,isa,river
1463,1202124,lima,isa,soccer_player
1464,1202126,lima,isa,company
1465,1202141,limb,isa,part
1466,1202189,limerick,isa,city
1467,1202287,lincoln,isa,soccer_player
1468,1202302,linda,isa,musical_artist
1469,1202327,line,isa,artifact
1470,1202337,line,isa,location
1471,1202341,line,isa,software
1472,1202609,links,isa,software
1473,1202680,lion,isa,person
1474,1203076,lisa,isa,musical_artist
1475,1203079,lisbon,isa,place
1476,1203204,listing,isa,organization
1477,1203350,lithuania,isa,country
1478,1203510,live,isa,album
1479,1203511,live,isa,book
1480,1203575,liverpool,isa,city
1481,1203583,lives,isa,software
1482,1203597,living,isa,people
1483,1203680,ljubljana,isa,city
1484,1203699,lloyd,isa,musical_artist
1485,1203810,lobby,isa,people
1486,1203881,local,isa,agent_non_geographical
1487,1204317,london,isa,city
1488,1204321,london,isa,capital
1489,1204330,lone,isa,river
1490,1204463,longer,isa,person
1491,1204488,longitude,isa,book
1492,1204532,look,isa,company
1493,1204737,loser,isa,book
1494,1204738,loser,isa,person
1495,1204783,lot,isa,river
1496,1204844,lou,isa,person
1497,1204960,love,isa,soccer_player
1498,1205189,lp,isa,album
1499,1205220,lu,isa,city
1500,1205221,lu,isa,country
1501,1205224,luanda,isa,city
1502,1205225,luanda,isa,capital
1503,1205362,lugo,isa,city
1504,1205372,luka,isa,musical_artist
1505,1205404,lumber,isa,tangible_thing
1506,1205563,luo,isa,african
1507,1205564,luo,isa,human
1508,1205610,lusaka,isa,city
1509,1205661,luton,isa,town
1510,1205684,luxembourg,isa,country
1511,1205712,lviv,isa,city
1512,1205997,m,isa,software
1513,1206265,macedonia,isa,country
1514,1206266,macedonia,isa,administrative_region
1515,1206267,macedonian,isa,human
1516,1206268,macedonian,isa,person
1517,1206269,macedonian,isa,person_with_nationality
1518,1206295,machine,isa,artifact
1519,1206300,machine,isa,device
1520,1206302,machine,isa,organization
1521,1206303,machine,isa,person
1522,1206304,machine,isa,album
1523,1206497,mad,isa,film
1524,1206498,mad,isa,magazine
1525,1206513,madagascar,isa,country
1526,1206540,madeira,isa,administrative_region
1527,1206555,madison,isa,capital
1528,1206595,mafia,isa,film
1529,1206618,magazine,isa,book
1530,1206908,magnus,isa,person
1531,1207020,mail,isa,software
1532,1207088,main,isa,river
1533,1207124,maine,isa,administrative_region
1534,1207125,maine,isa,place
1535,1207127,maine,isa,state
1536,1207133,maine,isa,river
1537,1207278,make,isa,software
1538,1207645,malaria,isa,band
1539,1207646,malaria,isa,disease
1540,1207658,malawi,isa,country
1541,1207659,malawi,isa,state
1542,1207692,malaysia,isa,country
1543,1207694,malaysia,isa,state
1544,1207696,malaysian,isa,person_with_nationality
1545,1207730,male,isa,person
1546,1207976,malta,isa,state
1547,1207983,maltese,isa,human
1548,1207985,maltese,isa,person
1549,1207986,maltese,isa,person_with_nationality
1550,1208153,man,isa,ethnic_group
1551,1208155,man,isa,person
1552,1208246,manager,isa,human
1553,1208262,manchester,isa,city
1554,1208309,mandate,isa,magazine
1555,1208449,manhattan,isa,city
1556,1208504,manila,isa,city
1557,1208505,manila,isa,capital
1558,1208569,mano,isa,soccer_player
1559,1208727,manuscript,isa,book
1560,1208870,maputo,isa,city
1561,1208942,marble,isa,software
1562,1208990,march,isa,book
1563,1209031,marcus,isa,given_name
1564,1209143,maria,isa,musical_artist
1565,1209144,maria,isa,given_name
1566,1209251,mario,isa,musical_artist
1567,1209280,mark,isa,town
1568,1209310,market,isa,location
1569,1209313,market,isa,place
1570,1209315,market,isa,activity
1571,1209368,marketplace,isa,tangible_thing
1572,1209442,maronite,isa,human
1573,1209466,marrakesh,isa,city
1574,1209494,married,isa,person
1575,1209595,marta,isa,soccer_player
1576,1209596,marta,isa,given_name
1577,1209632,martin,isa,given_name
1578,1209649,martinez,isa,person
1579,1209685,marxist,isa,person
1580,1209703,mary,isa,given_name
1581,1209852,mass,isa,river
1582,1209953,massachusetts,isa,administrative_region
1583,1209954,massachusetts,isa,state
1584,1209963,massacre,isa,album
1585,1210195,mate,isa,software
1586,1210362,matter,isa,tangible_thing
1587,1210367,matter,isa,book
1588,1210415,maturity,isa,state
1589,1210456,mauritania,isa,country
1590,1210464,mauritian,isa,person_with_nationality
1591,1210479,mauritius,isa,country
1592,1210480,mauritius,isa,state
1593,1210507,max,isa,company
1594,1210508,max,isa,magazine
1595,1210509,max,isa,software
1596,1210563,may,isa,musical_artist
1597,1210575,maya,isa,person
1598,1210799,means,isa,capital
1599,1210801,meanwhile,isa,album
1600,1210803,measles,isa,disease
1601,1210974,mechanism,isa,device
1602,1211304,medicine,isa,tangible_thing
1603,1211366,medium,isa,state
1604,1211660,melbourne,isa,city
1605,1211661,melbourne,isa,capital
1606,1211705,melissa,isa,given_name
1607,1211815,member,isa,part
1608,1211970,memorial,isa,structure
1609,1212087,men,isa,film
1610,1212141,meningitis,isa,disease
1611,1212281,mentor,isa,person
1612,1212837,metal,isa,tangible_thing
1613,1213131,method,isa,book
1614,1213369,metz,isa,company
1615,1213387,mexican,isa,film
1616,1213391,mexican,isa,person
1617,1213392,mexican,isa,person_with_nationality
1618,1213454,mexico,isa,country
1619,1213462,mexico,isa,album
1620,1213518,mia,isa,band
1621,1213519,miami,isa,city
1622,1213589,michelle,isa,person
1623,1213593,michigan,isa,administrative_region
1624,1213595,michigan,isa,state
1625,1213693,microfilm,isa,film
1626,1213787,microsoft,isa,company
1627,1213928,middle,isa,area
1628,1213929,middle,isa,part
1629,1214104,migration,isa,event
1630,1214106,migration,isa,people
1631,1214116,miguel,isa,musical_artist
1632,1214213,militants,isa,agent_non_geographical
1633,1214214,militants,isa,organization
1634,1214707,milwaukee,isa,city
1635,1214744,min,isa,musical_artist
1636,1214790,mine,isa,weapon
1637,1214843,miner,isa,person
1638,1215001,minister,isa,human
1639,1215037,ministry,isa,organization
1640,1215066,minneapolis,isa,city
1641,1215068,minnesota,isa,administrative_region
1642,1215070,minnesota,isa,state
1643,1215202,miracle,isa,event
1644,1215230,miranda,isa,soccer_player
1645,1215231,miranda,isa,given_name
1646,1215232,miranda,isa,musical_artist
1647,1215327,misery,isa,book
1648,1215373,miss,isa,band
1649,1215415,missile,isa,weapon
1650,1215469,mission,isa,album
1651,1215490,mississippi,isa,administrative_region
1652,1215492,mississippi,isa,state
1653,1215500,missouri,isa,administrative_region
1654,1215559,mit,isa,station
1655,1215684,mitsubishi,isa,company
1656,1215704,mitsui,isa,company
1657,1215848,mob,isa,tangible_thing
1658,1215998,model,isa,artifact
1659,1216130,modernist,isa,person
1660,1216278,moldova,isa,country
1661,1216334,molenbeek,isa,river
1662,1216469,monaco,isa,country
1663,1216490,monarchy,isa,country
1664,1216561,money,isa,magazine
1665,1216618,mongolia,isa,country
1666,1216649,monica,isa,person
1667,1216909,monrovia,isa,city
1668,1216941,montana,isa,administrative_region
1669,1216942,montana,isa,state
1670,1216956,montenegro,isa,country
1671,1216965,monterrey,isa,city
1672,1216979,montgomery,isa,capital
1673,1216997,montreal,isa,city
1674,1217000,montserrat,isa,country
1675,1217039,moon,isa,place
1676,1217233,more,isa,software
1677,1217234,more,isa,album
1678,1217329,moroccan,isa,african
1679,1217330,moroccan,isa,person
1680,1217331,moroccan,isa,person_with_nationality
1681,1217344,morocco,isa,country
1682,1217516,moscow,isa,administrative_region
1683,1217706,mother,isa,book
1684,1217754,motion,isa,state
1685,1217755,motion,isa,software
1686,1217880,motorola,isa,company
1687,1217979,mountain,isa,place
1688,1218127,mouse,isa,person
1689,1218239,movie,isa,film
1690,1218368,mozambican,isa,african
1691,1218369,mozambican,isa,person
1692,1218370,mozambican,isa,person_with_nationality
1693,1218376,mozambique,isa,country
1694,1218377,mozambique,isa,state
1695,1218654,muhammad,isa,person
1696,1218850,multinational,isa,company
1697,1219010,munich,isa,city
1698,1219011,munich,isa,administrative_region
1699,1219024,municipality,isa,state
1700,1219025,municipality,isa,tangible_thing
1701,1219659,muzaffarabad,isa,city
1702,1220073,n,isa,company
1703,1220420,nairobi,isa,city
1704,1220507,namibia,isa,country
1705,1220509,namibia,isa,state
1706,1220511,namibian,isa,african
1707,1220512,namibian,isa,person
1708,1220513,namibian,isa,person_with_nationality
1709,1220534,nana,isa,person
1710,1220537,nana,isa,musical_artist
1711,1220564,nano,isa,soccer_player
1712,1220585,naoko,isa,given_name
1713,1220828,natalia,isa,musical_artist
1714,1220842,nathalie,isa,film
1715,1220852,nation,isa,people
1716,1220855,national,isa,person
1717,1221079,nationalist,isa,agent_non_geographical
1718,1221080,nationalist,isa,organization
1719,1221090,nationality,isa,people
1720,1221484,nazi,isa,person
1721,1221566,nebraska,isa,administrative_region
1722,1221567,nebraska,isa,state
1723,1221584,nec,isa,company
1724,1221604,neck,isa,part
1725,1221744,negative,isa,film
1726,1221800,negotiation,isa,activity
1727,1221803,negotiator,isa,person
1728,1221805,negotiator,isa,book
1729,1222087,nepal,isa,country
1730,1222090,nepalese,isa,asian
1731,1222091,nepalese,isa,human
1732,1222093,nepalese,isa,person
1733,1222094,nepalese,isa,person_with_nationality
1734,1222346,netherlands,isa,country
1735,1222607,neutral,isa,person
1736,1222672,nevus,isa,disease
1737,1223041,next,isa,company
