,index,subject,relation,object
1738,1223042,next,isa,book
1739,1223135,nicaragua,isa,country
1740,1223138,nicaraguan,isa,person_with_nationality
1741,1223150,nice,isa,band
1742,1223164,nicholas,isa,given_name
1743,1223165,nicholas,isa,person
1744,1223169,nick,isa,person
1745,1223273,nicole,isa,musical_artist
1746,1223276,nicosia,isa,city
1747,1223277,nicosia,isa,capital
1748,1223348,nigel,isa,given_name
1749,1223362,nigeria,isa,country
1750,1223363,nigeria,isa,state
1751,1223365,nigerian,isa,african
1752,1223366,nigerian,isa,person_with_nationality
1753,1223397,night,isa,book
1754,1223511,nijmegen,isa,city
1755,1223575,nine,isa,musical_artist
1756,1223700,nissan,isa,river
1757,1224094,noel,isa,given_name
1758,1224678,north,isa,location
1759,1224679,north,isa,region
1760,1224766,northampton,isa,town
1761,1224767,northamptonshire,isa,administrative_region
1762,1224770,northeast,isa,location
1763,1224892,northwest,isa,location
1764,1224909,norway,isa,country
1765,1224916,norwegian,isa,person
1766,1224917,norwegian,isa,person_with_nationality
1767,1224934,norwich,isa,city
1768,1225155,nottingham,isa,city
1769,1225156,nottinghamshire,isa,administrative_region
1770,1225291,ns,isa,software
1771,1225627,number,isa,company
1772,1225720,nuremberg,isa,city
1773,1226161,obligation,isa,state
1774,1226256,obsessed,isa,band
1775,1226379,occupation,isa,activity
1776,1226726,off,isa,film
1777,1226786,office,isa,state
1778,1226837,officer,isa,person
1779,1226912,ohio,isa,administrative_region
1780,1226913,ohio,isa,state
1781,1227123,oklahoma,isa,administrative_region
1782,1227124,oklahoma,isa,state
1783,1227351,olga,isa,given_name
1784,1227439,oliver,isa,person
1785,1227451,olivia,isa,given_name
1786,1227452,olivia,isa,musical_artist
1787,1227641,oman,isa,country
1788,1227794,one,isa,album
1789,1228929,opel,isa,company
1790,1228934,open,isa,area
1791,1229015,opening,isa,event
1792,1229019,opening,isa,artifact
1793,1229129,operation,isa,activity
1794,1229280,opponents,isa,people
1795,1229306,opposition,isa,band
1796,1229399,option,isa,magazine
1797,1229431,or,isa,film
1798,1229466,oran,isa,city
1799,1229640,order,isa,organization
1800,1229649,order,isa,state
1801,1230002,origin,isa,software
1802,1230117,orphan,isa,person
1803,1230280,osaka,isa,city
1804,1230291,oscar,isa,soccer_player
1805,1230332,oslo,isa,city
1806,1230456,osteoporosis,isa,disease
1807,1230621,ottawa,isa,city
1808,1230671,our,isa,river
1809,1230677,ours,isa,musical_artist
1810,1230678,oust,isa,river
1811,1230685,out,isa,magazine
1812,1230852,outside,isa,region
1813,1230892,oval,isa,band
1814,1230940,over,isa,part
1815,1231061,overpowered,isa,album
1816,1231067,override,isa,device
1817,1231179,owner,isa,person
1818,1231187,ownership,isa,state
1819,1231260,oxford,isa,city
1820,1231482,p,isa,software
1821,1231800,pact,isa,book
1822,1231905,pages,isa,software
1823,1231950,pain,isa,band
1824,1232118,pakistan,isa,country
1825,1232119,pakistan,isa,state
1826,1232121,pakistani,isa,asian
1827,1232122,pakistani,isa,human
1828,1232123,pakistani,isa,person
1829,1232124,pakistani,isa,person_with_nationality
1830,1232280,palestine,isa,book
1831,1232309,palestinians,isa,ethnic_group
1832,1232517,panama,isa,country
1833,1233026,papua,isa,region
1834,1233176,paraguay,isa,country
1835,1233266,paramaribo,isa,city
1836,1233295,paramilitary,isa,agent_non_geographical
1837,1233296,paramilitary,isa,organization
1838,1233438,parc,isa,company
1839,1233481,parent,isa,person
1840,1233559,paris,isa,capital
1841,1233562,paris,isa,musical_artist
1842,1233682,parks,isa,place
1843,1233849,part,isa,tangible_thing
1844,1234004,partisan,isa,person
1845,1234007,partisan,isa,weapon
1846,1234012,partition,isa,structure
1847,1234021,partner,isa,book
1848,1234023,partner,isa,person
1849,1234026,partnership,isa,agent_non_geographical
1850,1234027,partnership,isa,organization
1851,1234051,party,isa,activity
1852,1234052,party,isa,event
1853,1234058,party,isa,organization
1854,1234060,party,isa,person
1855,1234088,pas,isa,river
1856,1234096,pascal,isa,given_name
1857,1234130,pass,isa,location
1858,1234141,passage,isa,structure
1859,1234159,passenger,isa,person
1860,1234161,passenger,isa,musical_artist
1861,1234183,passengers,isa,people
1862,1234560,patient,isa,person
1863,1234563,patient,isa,human
1864,1234570,patients,isa,people
1865,1234642,pattaya,isa,city
1866,1234686,paula,isa,given_name
1867,1234687,paula,isa,book
1868,1234692,pauline,isa,musical_artist
1869,1235214,pedestrian,isa,person
1870,1235216,pedestrian,isa,human
1871,1235317,pedro,isa,soccer_player
1872,1235343,peer,isa,person
1873,1235695,pennsylvania,isa,administrative_region
1874,1235697,pennsylvania,isa,state
1875,1236028,people,isa,magazine
1876,1236105,peoples,isa,people
1877,1236606,period,isa,part
1878,1236889,perry,isa,given_name
1879,1236956,person,isa,human
1880,1237182,perth,isa,city
1881,1237184,perth,isa,capital
1882,1237185,perth,isa,town
1883,1237195,peru,isa,country
1884,1237199,peruvian,isa,person_with_nationality
1885,1237333,peter,isa,person
1886,1237350,peterborough,isa,city
1887,1237386,petra,isa,given_name
1888,1237911,philadelphia,isa,city
1889,1237934,philip,isa,given_name
1890,1237935,philip,isa,person
1891,1237943,philippine,isa,person
1892,1237965,philippines,isa,country
1893,1238004,philosopher,isa,person
1894,1238137,phone,isa,device
1895,1238869,physician,isa,book
1896,1238984,piano,isa,film
1897,1239074,pick,isa,device
1898,1239267,piece,isa,part
1899,1239327,pier,isa,tangible_thing
1900,1240212,pistol,isa,weapon
1901,1240233,pit,isa,area
1902,1240337,pittsburgh,isa,city
1903,1240627,plane,isa,river
1904,1240715,planning,isa,event
1905,1240739,plant,isa,book
1906,1241035,plate,isa,structure
1907,1241076,platform,isa,structure
1908,1241170,play,isa,magazine
1909,1241199,played,isa,film
1910,1241204,player,isa,person
1911,1241864,plus,isa,company
1912,1241931,plymouth,isa,city
1913,1241975,pneumonia,isa,disease
1914,1242005,po,isa,river
1915,1242216,point,isa,location
1916,1242297,poison,isa,album
1917,1242330,poisoning,isa,event
1918,1242373,poland,isa,country
1919,1242430,pole,isa,human
1920,1242479,police,isa,band
1921,1242480,police,isa,human
1922,1242483,police,isa,people
1923,1242591,polish,isa,person
1924,1243026,politician,isa,human
1925,1243039,politics,isa,activity
1926,1243127,poltava,isa,city
1927,1243576,pontiac,isa,company
1928,1243578,pontiac,isa,person
1929,1243645,pool,isa,organization
1930,1243734,pope,isa,person
1931,1243802,popularity,isa,state
1932,1243820,population,isa,people
1933,1243978,porsche,isa,company
1934,1244161,portsmouth,isa,city
1935,1244164,portugal,isa,country
1936,1244168,portuguese,isa,human
1937,1244169,portuguese,isa,person
1938,1244170,portuguese,isa,person_with_nationality
1939,1244236,positive,isa,film
1940,1244306,possession,isa,book
1941,1244330,post,isa,company
1942,1244874,potsdam,isa,city
1943,1244946,pound,isa,software
1944,1245216,practice,isa,activity
1945,1245241,prague,isa,city
1946,1245242,prague,isa,capital
1947,1245246,prairie,isa,book
1948,1245702,preparation,isa,activity
1949,1245961,pressing,isa,part
1950,1246023,pretoria,isa,capital
1951,1246083,prey,isa,book
1952,1246163,priest,isa,person
1953,1246355,prince,isa,book
1954,1246361,prince,isa,musical_artist
1955,1246380,princess,isa,magazine
1956,1246381,princess,isa,musical_artist
1957,1246390,principal,isa,film
1958,1246394,principal,isa,capital
1959,1246544,prisoner,isa,person
1960,1246659,pro,isa,software
1961,1246798,procedure,isa,activity
1962,1246909,prod,isa,device
1963,1247138,professor,isa,book
1964,1247210,program,isa,software
1965,1247253,programming,isa,activity
1966,1247284,progressive,isa,magazine
1967,1247285,progressive,isa,person
1968,1247376,projection,isa,structure
1969,1247503,promises,isa,band
1970,1247577,proof,isa,musical_artist
1971,1247776,proposition,isa,film
1972,1247807,proprietor,isa,human
1973,1247999,prostitute,isa,person
1974,1248038,protecting,isa,event
1975,1248051,protection,isa,activity
1976,1248105,protege,isa,person
1977,1248385,province,isa,state
1978,1248400,provision,isa,activity
1979,1248837,psi,isa,software
1980,1249439,pull,isa,device
1981,1249567,pulp,isa,magazine
1982,1249681,punch,isa,magazine
1983,1249845,pure,isa,company
1984,1250813,quarter,isa,state
1985,1250814,quarter,isa,tangible_thing
1986,1250817,quarter,isa,part
1987,1250820,quarter,isa,person
1988,1250973,queen,isa,tangible_thing
1989,1250981,queen,isa,station
1990,1251008,queens,isa,city
1991,1251012,queensland,isa,administrative_region
1992,1251014,queensland,isa,state
1993,1251026,quentin,isa,given_name
1994,1251098,quetta,isa,city
1995,1251121,quick,isa,area
1996,1251122,quick,isa,company
1997,1251214,quinn,isa,person
1998,1251268,quito,isa,city
1999,1251321,r,isa,software
2000,1251481,racist,isa,person
2001,1251656,radical,isa,person
2002,1251838,radios,isa,band
2003,1251897,raf,isa,musical_artist
2004,1251971,rai,isa,company
2005,1251972,rai,isa,asian
2006,1251973,rai,isa,human
2007,1252073,rain,isa,musical_artist
2008,1252349,randolph,isa,given_name
2009,1252491,rape,isa,disease
2010,1252506,raphael,isa,musical_artist
2011,1252538,rapist,isa,person
2012,1252562,rare,isa,company
2013,1252824,ray,isa,album
2014,1252985,reading,isa,activity
2015,1253049,real,isa,company
2016,1253186,rebecca,isa,given_name
2017,1253192,rebellion,isa,book
2018,1253197,rebound,isa,film
2019,1253321,recife,isa,capital
2020,1253474,record,isa,book
2021,1254437,regina,isa,capital
2022,1254439,regina,isa,musical_artist
2023,1254443,region,isa,state
2024,1254444,region,isa,tangible_thing
2025,1254445,region,isa,location
2026,1254741,relationship,isa,state
2027,1254747,relative,isa,person
2028,1254794,release,isa,activity
2029,1254796,release,isa,device
2030,1254853,reliever,isa,person
2031,1255211,reno,isa,river
2032,1255249,reorganization,isa,organization
2033,1255440,representative,isa,person
2034,1255508,republic,isa,book
2035,1255602,rescuers,isa,film
2036,1255716,resident,isa,magazine
2037,1255729,residents,isa,band
2038,1255806,resource,isa,album
2039,1255808,resource,isa,tangible_thing
2040,1255943,restaurant,isa,magazine
2041,1255991,restoration,isa,artifact
2042,1256000,restraint,isa,device
2043,1256319,reuters,isa,company
2044,1256432,revolutionary,isa,agent_non_geographical
2045,1256433,revolutionary,isa,organization
2046,1256728,rhodes,isa,administrative_region
2047,1256845,rib,isa,structure
2048,1256942,ricardo,isa,given_name
2049,1256944,ricardo,isa,soccer_player
2050,1257030,richmond,isa,capital
2051,1257031,richmond,isa,town
2052,1257032,richmond,isa,station
2053,1257089,rico,isa,software
2054,1257112,rider,isa,person
2055,1257212,rifle,isa,weapon
2056,1257252,rig,isa,device
2057,1257257,riga,isa,city
2058,1257706,rio,isa,software
2059,1257810,rita,isa,musical_artist
2060,1258109,robert,isa,musical_artist
2061,1258110,robert,isa,person
2062,1258183,robin,isa,musical_artist
2063,1258478,rocky,isa,film
2064,1258607,role,isa,activity
2065,1258640,roll,isa,film
2066,1258818,romania,isa,country
2067,1258821,romanian,isa,human
2068,1258822,romanian,isa,person
2069,1258823,romanian,isa,person_with_nationality
2070,1258868,rome,isa,station
2071,1258872,romeo,isa,album
2072,1258885,ronaldo,isa,soccer_player
2073,1258960,rookie,isa,person
2074,1258964,room,isa,place
2075,1258970,room,isa,area
2076,1258996,roost,isa,film
2077,1259004,root,isa,software
2078,1259008,root,isa,structure
2079,1259146,rose,isa,musical_artist
2080,1259254,rostock,isa,town
2081,1259255,rostock,isa,administrative_region
2082,1259348,rotterdam,isa,city
2083,1259364,rouge,isa,band
2084,1259488,route,isa,tangible_thing
2085,1259510,routine,isa,software
2086,1259778,rubella,isa,disease
2087,1260022,ruler,isa,person
2088,1260184,runner,isa,person
2089,1260187,runner,isa,device
2090,1260212,running,isa,event
2091,1260362,russia,isa,country
2092,1260372,russian,isa,human
2093,1260373,russian,isa,person_with_nationality
2094,1260434,russians,isa,ethnic_group
2095,1260536,rwanda,isa,country
2096,1260537,rwanda,isa,state
2097,1260540,rwandan,isa,african
2098,1260541,rwandan,isa,person
2099,1260542,rwandan,isa,person_with_nationality
2100,1260586,s,isa,company
2101,1260808,sacramento,isa,capital
2102,1260819,sacrifice,isa,film
2103,1260934,safety,isa,area
2104,1261050,sahara,isa,place
2105,1261066,sail,isa,structure
2106,1261298,saleh,isa,person
2107,1261607,salvador,isa,capital
2108,1261693,sam,isa,software
2109,1261802,samsung,isa,company
2110,1261806,samuel,isa,given_name
2111,1261824,san,isa,river
2112,1262035,sandra,isa,musical_artist
2113,1262152,santiago,isa,city
2114,1262268,sarah,isa,person
2115,1262273,sarajevo,isa,city
2116,1262332,sardinia,isa,administrative_region
2117,1262566,saudi,isa,asian
2118,1262568,saudi,isa,person_with_nationality
2119,1262646,sava,isa,river
2120,1262796,saxony,isa,administrative_region
2121,1262813,saying,isa,activity
2122,1262952,scandal,isa,album
2123,1263024,scar,isa,book
2124,1263025,scar,isa,disease
2125,1263150,scene,isa,area
2126,1263345,school,isa,organization
2127,1263346,school,isa,place
2128,1263355,school,isa,agent_non_geographical
2129,1263461,schumacher,isa,soccer_player
2130,1263565,scientist,isa,magazine
2131,1263566,scientist,isa,human
2132,1263567,scientist,isa,person
2133,1263571,scientist,isa,band
2134,1263675,sclerosis,isa,disease
2135,1263797,scorpion,isa,person
2136,1263839,scotland,isa,country
2137,1263884,scout,isa,person
2138,1263899,scouts,isa,people
2139,1263962,scream,isa,film
2140,1264071,script,isa,band
2141,1264292,sea,isa,place
2142,1264463,seal,isa,device
2143,1264468,seal,isa,musical_artist
2144,1264505,search,isa,film
2145,1264506,search,isa,activity
2146,1264570,seat,isa,company
2147,1264577,seat,isa,device
2148,1264582,seat,isa,part
2149,1264587,seat,isa,location
2150,1264604,seattle,isa,city
2151,1264632,sebastian,isa,musical_artist
2152,1264827,secret,isa,book
2153,1264847,secretariat,isa,agent_non_geographical
2154,1264848,secretariat,isa,organization
2155,1264912,section,isa,part
2156,1264914,section,isa,area
2157,1265161,seen,isa,person
2158,1265589,semiconductor,isa,tangible_thing
2159,1265710,senator,isa,person
2160,1265756,senegal,isa,country
2161,1265762,senegalese,isa,african
2162,1265763,senegalese,isa,person_with_nationality
2163,1265820,sense,isa,river
2164,1265907,sentenced,isa,band
2165,1265940,seoul,isa,city
2166,1265941,seoul,isa,capital
2167,1265960,separation,isa,film
2168,1265967,separation,isa,state
2169,1265984,separatist,isa,person
2170,1265988,separatists,isa,agent_non_geographical
2171,1265989,separatists,isa,organization
2172,1266097,serbia,isa,country
2173,1266099,serbian,isa,human
2174,1266104,serbs,isa,ethnic_group
2175,1266336,service,isa,activity
2176,1266337,service,isa,company
2177,1266471,sessions,isa,album
2178,1266625,seven,isa,musical_artist
2179,1266626,seven,isa,person
2180,1266770,sex,isa,activity
2181,1266791,sex,isa,book
2182,1266909,sexy,isa,book
2183,1266918,seychelles,isa,country
2184,1266955,shack,isa,book
2185,1267014,shaggy,isa,musical_artist
2186,1267143,shape,isa,magazine
2187,1267199,sharjah,isa,city
2188,1267400,sheet,isa,artifact
2189,1267442,sheffield,isa,city
2190,1267483,shell,isa,part
2191,1267535,shelter,isa,structure
2192,1267733,shining,isa,book
2193,1267750,ship,isa,artifact
2194,1267987,shoes,isa,software
2195,1268228,shortage,isa,event
2196,1268318,shotgun,isa,weapon
2197,1268395,showdown,isa,book
2198,1268487,shrewsbury,isa,town
2199,1268666,sicilian,isa,book
2200,1268668,sicilian,isa,person
2201,1268669,sicilian,isa,person_with_nationality
2202,1268673,sicily,isa,administrative_region
2203,1268675,sick,isa,people
2204,1268724,side,isa,area
2205,1268726,side,isa,region
2206,1268804,sides,isa,album
2207,1269127,silicon,isa,band
2208,1269611,singapore,isa,country
2209,1269631,singing,isa,activity
2210,1269813,sink,isa,tangible_thing
2211,1269956,sister,isa,person
2212,1270026,sitting,isa,activity
2213,1270050,situation,isa,state
2214,1270412,skin,isa,film
2215,1270439,skin,isa,musical_artist
2216,1270570,skopje,isa,city
2217,1270575,sks,isa,weapon
2218,1270751,slam,isa,company
2219,1270752,slam,isa,magazine
2220,1270783,slash,isa,musical_artist
2221,1270991,slice,isa,part
2222,1271093,slip,isa,artifact
2223,1271202,slovak,isa,human
2224,1271203,slovak,isa,person
2225,1271204,slovak,isa,person_with_nationality
2226,1271211,slovakia,isa,country
2227,1271220,slovenia,isa,country
2228,1271222,slovenian,isa,person
2229,1271223,slovenian,isa,person_with_nationality
2230,1271637,smooth,isa,album
2231,1271809,snap,isa,band
2232,1271892,sniffer,isa,person
2233,1272183,soap,isa,company
2234,1272386,socialist,isa,person
2235,1272387,socialist,isa,agent_non_geographical
2236,1272388,socialist,isa,organization
2237,1272423,society,isa,agent_non_geographical
2238,1272424,society,isa,organization
2239,1272697,sofia,isa,city
2240,1272699,sofia,isa,capital
2241,1272862,sokol,isa,station
2242,1272956,soldier,isa,person
2243,1272981,sole,isa,area
2244,1273166,solo,isa,activity
2245,1273242,somalia,isa,country
2246,1273293,somerset,isa,administrative_region
2247,1273337,somewhere,isa,location
2248,1273579,sorrow,isa,band
2249,1273585,sort,isa,person
2250,1273783,source,isa,software
2251,1273834,south,isa,location
2252,1273835,south,isa,region
2253,1273941,southampton,isa,city
2254,1273944,southeast,isa,location
2255,1274062,southwest,isa,location
2256,1274085,soviet,isa,person
2257,1274086,soviet,isa,person_with_nationality
2258,1274133,soybean,isa,artifact
2259,1274145,sp,isa,software
2260,1274150,spa,isa,tangible_thing
2261,1274156,space,isa,area
2262,1274169,space,isa,location
2263,1274295,spain,isa,country
2264,1274343,spaniard,isa,human
2265,1274344,spaniard,isa,person
2266,1274345,spaniard,isa,person_with_nationality
2267,1274347,spaniards,isa,ethnic_group
2268,1274355,spanish,isa,person
2269,1274426,spar,isa,company
2270,1274502,sparta,isa,country
2271,1274519,spasms,isa,film
2272,1274694,specialist,isa,film
2273,1275831,sport,isa,person
2274,1276008,spotlight,isa,software
2275,1276149,spring,isa,river
2276,1276191,springfield,isa,town
2277,1276264,spur,isa,tangible_thing
2278,1276288,spy,isa,person
2279,1276366,square,isa,artifact
2280,1276371,square,isa,company
2281,1276552,srinagar,isa,city
2282,1276638,stable,isa,tangible_thing
2283,1276698,stadium,isa,structure
2284,1276923,stand,isa,album
2285,1276924,stand,isa,book
2286,1277281,starting,isa,event
2287,1277304,starvation,isa,disease
2288,1277559,status,isa,state
2289,1277807,stefan,isa,person
2290,1277818,steinberg,isa,company
2291,1278120,stern,isa,magazine
2292,1278466,stock,isa,capital
2293,1278551,stockpile,isa,artifact
2294,1278740,stopping,isa,event
2295,1278978,strain,isa,disease
2296,1279048,strategy,isa,company
2297,1279232,streets,isa,band
2298,1279495,strip,isa,artifact
2299,1279496,strip,isa,part
2300,1279596,strokes,isa,band
2301,1279736,structure,isa,artifact
2302,1279817,student,isa,person
2303,1279946,stuttgart,isa,town
2304,1280068,subaru,isa,company
2305,1280175,subject,isa,person
2306,1280341,subsidiary,isa,agent_non_geographical
2307,1280342,subsidiary,isa,organization
2308,1280457,subway,isa,company
2309,1280588,sudan,isa,country
2310,1280592,sudanese,isa,african
2311,1280593,sudanese,isa,person_with_nationality
2312,1280687,sugar,isa,software
2313,1280758,suicide,isa,disease
2314,1281247,sunny,isa,person
2315,1281296,super,isa,software
2316,1281558,supply,isa,artifact
2317,1281586,support,isa,activity
2318,1281588,support,isa,device
2319,1281705,surabaya,isa,city
2320,1281734,surface,isa,artifact
2321,1281895,surinamese,isa,person
2322,1281896,surinamese,isa,person_with_nationality
2323,1281924,surrey,isa,administrative_region
2324,1281929,surrounded,isa,album
2325,1281998,suspect,isa,person
2326,1282058,suwon,isa,city
2327,1282064,suzuki,isa,company
2328,1282192,swansea,isa,city
2329,1282299,swede,isa,human
2330,1282302,sweden,isa,country
2331,1282311,swedish,isa,person
2332,1282312,swedish,isa,person_with_nationality
2333,1282340,sweep,isa,software
2334,1282609,swiss,isa,person
2335,1282610,swiss,isa,person_with_nationality
2336,1282677,switzerland,isa,country
2337,1282700,sword,isa,weapon
2338,1282747,sydney,isa,city
2339,1282748,sydney,isa,capital
2340,1282776,sylvester,isa,musical_artist
2341,1282979,syndrome,isa,disease
2342,1283097,syria,isa,country
2343,1283098,syria,isa,administrative_region
2344,1283622,tactics,isa,company
2345,1283772,taiwan,isa,country
2346,1283778,taiwanese,isa,asian
2347,1283779,taiwanese,isa,person
2348,1283780,taiwanese,isa,person_with_nationality
2349,1283802,tajikistan,isa,country
2350,1284016,tallinn,isa,city
2351,1284087,tamil,isa,human
2352,1284089,tamils,isa,ethnic_group
2353,1284122,tan,isa,person
2354,1284126,tana,isa,river
2355,1284205,tank,isa,weapon
2356,1284215,tank,isa,musical_artist
2357,1284251,tanker,isa,tangible_thing
2358,1284269,tannery,isa,tangible_thing
2359,1284311,tanzania,isa,country
2360,1284314,tanzanian,isa,african
2361,1284315,tanzanian,isa,person_with_nationality
2362,1284489,target,isa,album
2363,1284504,targets,isa,film
2364,1284625,tasmania,isa,administrative_region
2365,1284681,tatarstan,isa,administrative_region
2366,1284982,teacher,isa,person
2367,1285282,tegucigalpa,isa,city
2368,1285284,tehran,isa,city
2369,1285285,tehran,isa,capital
2370,1285316,telecommunications,isa,tangible_thing
2371,1285487,television,isa,device
2372,1285942,tennis,isa,magazine
2373,1286163,terence,isa,person
2374,1286281,ternopil,isa,city
2375,1286369,territory,isa,area
2376,1286376,terror,isa,person
2377,1286387,terrorist,isa,human
2378,1286388,terrorist,isa,person
2379,1286937,texas,isa,administrative_region
2380,1286939,texas,isa,state
2381,1286981,text,isa,book
2382,1287057,thai,isa,asian
2383,1287058,thai,isa,human
2384,1287074,thailand,isa,country
2385,1287199,the,isa,album
2386,1287286,them,isa,film
2387,1287289,theme,isa,film
2388,1287384,therapy,isa,book
2389,1287387,there,isa,location
2390,1287535,thessaloniki,isa,city
2391,1287602,thieves,isa,film
2392,1287643,thing,isa,artifact
2393,1288061,three,isa,album
2394,1288400,thursday,isa,film
2395,1288537,tiber,isa,river
2396,1288541,tibetan,isa,asian
2397,1288542,tibetan,isa,human
2398,1288721,tiger,isa,person
2399,1288775,tijuana,isa,city
2400,1288783,tilburg,isa,city
2401,1288855,tim,isa,musical_artist
2402,1288885,time,isa,magazine
2403,1289080,tin,isa,software
2404,1289199,tipperary,isa,town
2405,1289226,tirana,isa,capital
2406,1289634,togo,isa,country
2407,1289733,tokyo,isa,city
2408,1289734,tokyo,isa,film
2409,1289736,tokyo,isa,capital
2410,1289778,toluca,isa,city
2411,1289831,tomato,isa,software
2412,1289883,ton,isa,person
2413,1289902,tonga,isa,country
2414,1289903,tonga,isa,african
2415,1289904,tonga,isa,human
2416,1289957,tonight,isa,album
2417,1289990,tony,isa,given_name
2418,1289991,tony,isa,musical_artist
2419,1290003,tool,isa,band
2420,1290007,tool,isa,device
2421,1290106,top,isa,region
2422,1290108,top,isa,software
2423,1290297,toronto,isa,city
2424,1290302,toronto,isa,capital
2425,1290429,toshiba,isa,company
2426,1290446,total,isa,magazine
2427,1290501,touch,isa,river
2428,1290638,tower,isa,structure
2429,1290658,town,isa,city
2430,1290662,town,isa,place
2431,1290807,toyota,isa,company
2432,1290904,track,isa,artifact
2433,1290942,tract,isa,book
2434,1290966,tracy,isa,given_name
2435,1291094,traffickers,isa,film
2436,1291177,trainer,isa,person
2437,1291179,trainer,isa,tangible_thing
2438,1291190,training,isa,activity
2439,1291206,trains,isa,magazine
2440,1291339,transfer,isa,event
2441,1291345,transfer,isa,person
2442,1291539,transmission,isa,software
2443,1291713,trap,isa,device
2444,1291929,treasure,isa,book
2445,1292138,trends,isa,magazine
2446,1292200,trial,isa,book
2447,1292306,tribunal,isa,agent_non_geographical
2448,1292307,tribunal,isa,organization
2449,1292518,trident,isa,software
2450,1292577,trigger,isa,device
2451,1292578,trigger,isa,album
2452,1292881,tristan,isa,person
2453,1292931,triumph,isa,company
2454,1292964,trnava,isa,town
2455,1293187,trough,isa,tangible_thing
2456,1293352,truly,isa,band
2457,1293428,trust,isa,agent_non_geographical
2458,1293429,trust,isa,organization
2459,1293433,trust,isa,company
2460,1293615,tube,isa,structure
2461,1293912,tunis,isa,city
2462,1293914,tunisia,isa,country
2463,1293915,tunisian,isa,african
2464,1293917,tunisian,isa,human
2465,1293918,tunisian,isa,person_with_nationality
2466,1294036,turkey,isa,country
2467,1294068,turkish,isa,person
2468,1294129,turn,isa,activity
2469,1294130,turn,isa,part
2470,1294143,turnaround,isa,area
2471,1294149,turner,isa,person
2472,1294270,tuscany,isa,administrative_region
2473,1294303,tutsi,isa,ethnic_group
2474,1294304,tutsi,isa,african
2475,1294305,tutsi,isa,human
2476,1294386,twa,isa,african
2477,1294387,twa,isa,human
2478,1294500,twins,isa,band
2479,1294990,uae,isa,software
2480,1295111,ukraine,isa,country
2481,1295113,ukrainian,isa,human
2482,1295114,ukrainian,isa,person
2483,1295115,ukrainian,isa,person_with_nationality
2484,1295181,ulsan,isa,city
2485,1295184,ulster,isa,river
2486,1295190,ultimate,isa,software
2487,1295251,ulysses,isa,book
2488,1295315,umbria,isa,administrative_region
2489,1295410,umm,isa,company
2490,1295646,underground,isa,book
2491,1295678,understanding,isa,album
2492,1295779,unemployment,isa,state
2493,1295821,unfortunate,isa,person
2494,1295943,union,isa,device
2495,1295945,union,isa,organization
2496,1295949,union,isa,state
2497,1295950,union,isa,station
2498,1295989,unit,isa,organization
2499,1295990,unit,isa,part
2500,1296200,unity,isa,software
2501,1296241,university,isa,organization
2502,1296242,university,isa,place
2503,1296293,unknown,isa,region
2504,1296548,unwound,isa,band
2505,1296569,update,isa,activity
2506,1296580,upgrade,isa,software
2507,1296597,upland,isa,tangible_thing
2508,1296694,upstairs,isa,part
2509,1297034,uruguay,isa,country
2510,1297038,uruguayan,isa,person
2511,1297039,uruguayan,isa,person_with_nationality
2512,1297122,usa,isa,country
2513,1297147,use,isa,activity
2514,1297160,used,isa,band
2515,1297282,utah,isa,administrative_region
2516,1297285,utah,isa,state
2517,1297388,utrecht,isa,city
2518,1297437,uzi,isa,weapon
2519,1297615,vale,isa,company
2520,1297690,valletta,isa,city
2521,1297691,valley,isa,place
2522,1297842,vancouver,isa,city
2523,1297992,variation,isa,activity
2524,1298023,variety,isa,magazine
2525,1298169,vaughan,isa,city
2526,1298307,vegetarian,isa,person
2527,1298527,venezuela,isa,country
2528,1298530,venezuelan,isa,person_with_nationality
2529,1298744,veracruz,isa,city
2530,1298816,verdict,isa,film
2531,1298875,vermont,isa,administrative_region
2532,1298876,vermont,isa,state
2533,1298878,vermont,isa,station
2534,1298914,versace,isa,company
2535,1299244,viacom,isa,company
2536,1299301,vice,isa,software
2537,1299304,vice,isa,magazine
2538,1299357,victim,isa,person
2539,1299373,victoria,isa,administrative_region
2540,1299375,victoria,isa,person
2541,1299376,victoria,isa,company
2542,1299377,victoria,isa,given_name
2543,1299393,victory,isa,event
2544,1299500,vietnam,isa,country
2545,1299507,vietnamese,isa,asian
2546,1299510,vietnamese,isa,human
2547,1299511,vietnamese,isa,person
2548,1299512,vietnamese,isa,person_with_nationality
2549,1299590,village,isa,town
2550,1299591,village,isa,city
2551,1299668,vine,isa,station
2552,1299892,virginia,isa,administrative_region
2553,1299894,virginia,isa,state
2554,1299898,virginia,isa,given_name
2555,1300099,vision,isa,band
2556,1300130,visitor,isa,person
2557,1300432,vogue,isa,magazine
2558,1300464,void,isa,book
2559,1300474,vojvodina,isa,country
2560,1300522,volgograd,isa,city
2561,1300532,volkswagen,isa,company
2562,1300717,votes,isa,ethnic_group
2563,1300912,wacker,isa,river
2564,1301011,waist,isa,area
2565,1301019,waiter,isa,film
2566,1301026,waiter,isa,person
2567,1301129,walker,isa,film
2568,1301132,walker,isa,device
2569,1301205,wall,isa,album
2570,1301215,wall,isa,tangible_thing
2571,1301330,walsall,isa,town
2572,1301335,walter,isa,given_name
2573,1301387,wanted,isa,band
2574,1301469,warburg,isa,town
2575,1301473,ward,isa,person
2576,1301606,warrington,isa,town
